;date;inv_mr_1;inv_mr_2;inv_mr_3;backorder_mr;inv_ws;backorder_ws;customer_name;received_quantity
0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0
5;2;0;0;0;0;0;1;0;0
6;2;0;0;0;1;0;1;0;0
7;4;0;0;0;1;0;2;0;0
8;4;0;0;0;2;0;2;0;0
9;6;0;0;0;2;0;3;0;0
10;6;0;0;0;3;0;3;0;0
11;9;0;0;0;3;0;4;0;0
12;9;0;0;0;4;0;4;0;0
13;9,6;5,2;0;0;4;0;4;0;0
14;10,9;5,2;7,8;0;4;0;4;0;0
15;11,1;9,4;7,8;0;4;0;4;0;0
16;12;9,4;7,8;0;4;0;5;0;0
17;12;9,4;7,8;0;5;0;5;0;0
18;12,15;9,4;14,1;0;5;0;5;0;0
19;13,5;9,4;14,1;13;5;0;5;0;0
20;13,5;9,4;14,1;13;4;0;5;0;0
21;13,5;4,2;14,1;13;4;0;5;0;0
22;13,5;4,2;6,3;13;4;0;5;0;0
23;13,5;4,2;6,3;13;4;0;5;0;0
24;13,9;10;6,3;13;4;0;5;0;0
25;14,25;10;6,3;10,5;4;0;5;0;0
26;14,25;10;6,3;10,5;3;0;5;0;0
27;14,25;5,8;6,3;10,5;3;0;5;0;0
28;14,25;5,8;6,3;10,5;3;0;5;0;0
29;14,25;5,8;6,3;10,5;3;0;5;0;0
30;15;5,8;6,3;10,5;3;0;6;0;0
31;15;5,8;6,3;10,5;4;0;6;0;0
32;15,35;5,8;8,7;10,5;4;0;6;0;0
33;16;5,8;8,7;10,5;4;0;7;0;0
34;16;5,8;8,7;10,5;5;0;7;0;0
35;16,3;10,4;8,7;10,5;5;0;7;0;0
36;17,45;10,4;15,6;10,5;5;0;7;0;0
37;18,25;10,4;15,6;14,5;5;0;7;0;0
38;18,25;10,4;15,6;14,5;4;0;7;0;0
39;18,25;4,6;15,6;14,5;4;0;7;0;0
40;18,25;4,6;6,9;14,5;4;0;7;0;0
41;18,25;4,6;6,9;14,5;4;0;7;0;0
42;18,5;4,6;6,9;14,5;4;26;7;0;0
43;18,5;4,6;6,9;14,5;4;26;6;0;0
44;18,5;4,6;6,9;14,5;4;26;6;0;0
45;19;4,6;6,9;14,5;4;26;7;0;0
46;19;4,6;6,9;14,5;5;26;7;0;0
47;19,25;4,6;6,9;14,5;5;21;7;0;0
48;19,25;4,6;6,9;14,5;5;21;6;0;0
49;19,25;4,6;6,9;14,5;5;21;6;0;0
50;19,5;4,6;6,9;14,5;5;21;6;1;26
51;19,75;4,6;6,9;11,5;5;21;6;1;26
52;19,75;4,6;6,9;11,5;4;21;6;1;26
53;19,75;4,6;6,9;11,5;5;21;6;1;26
54;20,1;4,8;6,9;11,5;5;21;6;1;26
55;21,2;5,2;6,9;11,5;5;21;6;1;26
56;21,3;5,2;7,5;11,5;5;21;6;1;26
57;22;5,2;7,5;11,5;5;21;7;1;26
58;22;5,2;7,5;11,5;6;21;7;1;26
59;23,25;5,2;7,5;11,5;6;29;7;1;26
60;23,25;5,2;7,5;11,5;6;29;6;1;26
61;23,25;5,2;7,5;11,5;6;29;6;1;26
62;23,5;5,2;7,5;24,5;6;29;6;1;26
63;23,5;5,2;7,5;24,5;5;29;6;1;26
64;23,5;5,2;7,5;24,5;6;29;6;1;26
65;24;5,2;7,5;24,5;6;29;6;1;26
66;24;5,2;7,5;24,5;6;29;6;1;26
67;24;5,2;7,5;24,5;6;29;7;1;26
68;24;5,2;7,5;24,5;7;29;7;1;26
69;24,25;5,2;7,5;24,5;7;29;7;3;29
70;24,5;5,2;16,5;24,5;7;29;7;3;29
71;24,75;5,2;16,5;24,5;7;29;7;3;29
72;24,75;5,2;16,5;24,5;7;29;7;3;29
73;24,75;5,2;16,5;24,5;6;29;7;3;29
74;24,75;5,2;16,5;24,5;7;29;7;3;29
75;26,25;5,2;16,5;24,5;7;29;7;2;21
76;27;5,2;16,5;24,5;7;29;8;2;21
77;27;5,2;16,5;24,5;8;29;8;2;21
78;27,5;5,2;16,5;39,5;8;29;8;2;21
79;27,5;6,2;16,5;39,5;8;29;8;2;21
80;27,9;6,2;18,3;39,5;8;29;8;2;21
81;28;6,2;18,3;39,5;8;29;9;2;21
82;28;6,2;18,3;39,5;9;29;9;2;21
83;28,65;6,2;18,6;39,5;9;29;9;2;21
84;28,65;6,2;18,6;39,5;8;29;9;2;21
85;28,65;1,77636E-15;18,6;39,5;8;29;9;2;21
86;28,65;1,77636E-15;9,3;39,5;8;29;9;2;21
87;28,65;1,77636E-15;9,3;24;8;29;9;2;21
88;28,75;1,77636E-15;9,3;39,5;8;29;9;2;21
89;28,75;1,77636E-15;9,3;39,5;7;29;9;2;21
90;28,75;1,77636E-15;9,3;39,5;8;29;9;2;21
91;29;1,77636E-15;9,3;43,5;8;29;9;2;21
92;29;1,77636E-15;9,3;43,5;7;29;9;2;21
93;29;1,77636E-15;9,3;43,5;8;29;9;2;21
94;29,15;1,77636E-15;9,6;43,5;8;29;9;2;21
95;29,15;1,77636E-15;9,6;43,5;7;29;9;2;21
96;29,15;1,77636E-15;9,6;43,5;8;29;9;2;21
97;29,75;1,77636E-15;9,6;55;8;29;9;2;21
98;30,15;0,8;9,6;55;8;29;9;2;21
99;30,15;0,8;9,6;55;7;29;9;2;21
100;30,15;0,8;9,6;55;8;29;9;2;21
101;31;0,8;9,6;55;8;29;10;2;21
102;31;0,8;9,6;55;9;29;10;2;21
103;32,8;2,4;9,6;55;9;29;10;2;21
104;32,8;2,4;9,6;55;8;29;10;2;21
105;32,8;2,4;9,6;55;9;29;10;2;21
106;33,1;2,6;9,6;55;9;29;10;2;21
107;33,1;2,6;9,6;55;8;29;10;2;21
108;33,1;2,6;9,6;55;9;29;10;2;21
109;33,65;2,6;9,6;55;9;31;10;2;21
110;33,65;2,6;9,6;55;9;31;9;2;21
111;33,65;2,6;9,6;55;9;8;9;2;21
112;34;2,6;9,6;55;9;8;10;2;21
113;34;2,6;9,6;55;10;8;10;2;21
114;35;2,6;9,6;55;10;8;11;2;21
115;35;2,6;9,6;55;11;8;11;2;21
116;36,05;7,2;9,6;55;11;8;11;2;21
117;36,05;7,2;9,6;55;10;8;11;2;21
118;36,05;7,2;9,6;55;11;8;11;2;21
119;36,3;11,8;9,6;55;11;8;11;2;21
120;36,3;11,8;9,6;55;10;8;11;2;21
121;36,3;5,4;9,6;55;10;8;11;2;21
122;36,3;5,4;3,55271E-15;55;10;8;11;2;21
123;36,3;5,4;3,55271E-15;39;10;8;11;2;21
124;37;5,4;3,55271E-15;39;10;8;12;2;21
125;37;5,4;3,55271E-15;39;11;8;12;2;21
126;37,25;11,6;3,55271E-15;39;11;8;12;2;21
127;37,25;11,6;3,55271E-15;39;10;8;12;2;21
128;37,25;11,6;3,55271E-15;39;11;8;12;2;21
129;37,35;16;3,55271E-15;39;11;8;12;2;21
130;37,35;16;3,55271E-15;39;10;8;12;2;21
131;37,35;16;3,55271E-15;39;11;8;12;2;21
132;38;20;3,55271E-15;39;11;8;12;2;21
133;38;20;3,55271E-15;39;10;8;12;2;21
134;38;20;3,55271E-15;39;11;8;12;2;21
135;39;20;3,55271E-15;39;11;8;13;2;21
136;39;20;3,55271E-15;39;12;8;13;2;21
137;39,2;22,8;3,55271E-15;39;12;8;13;2;21
138;39,2;22,8;3,55271E-15;39;11;8;13;2;21
139;39,2;22,8;3,55271E-15;39;12;8;13;2;21
140;39,4;23,6;3,55271E-15;39;12;8;13;2;21
141;39,4;23,6;3,55271E-15;39;11;8;13;2;21
142;39,4;23,6;3,55271E-15;39;12;8;13;2;21
143;39,8;27;3,55271E-15;39;12;8;13;2;21
144;39,8;27;3,55271E-15;39;11;8;13;2;21
145;39,8;27;3,55271E-15;39;12;8;13;2;21
146;40,6;28,2;3,55271E-15;39;12;8;13;2;21
147;40,6;28,2;3,55271E-15;39;11;8;13;2;21
148;40,6;28,2;3,55271E-15;39;12;8;13;2;21
149;40,65;28,2;3,55271E-15;39;12;8;13;4;23
150;41;28,2;3,55271E-15;39;12;8;14;4;23
151;41;28,2;3,55271E-15;39;13;8;14;4;23
152;41,3;28,2;3,55271E-15;39;13;40;14;4;23
153;41,3;28,2;3,55271E-15;39;13;40;13;4;23
154;41,3;28,2;3,55271E-15;39;13;14;13;4;23
155;41,35;28,2;0,6;39;13;14;13;4;23
156;41,35;28,2;0,6;39;12;14;13;4;23
157;41,35;28,2;0,6;39;13;14;13;4;23
158;42,3;28,2;0,6;39;13;14;13;5;26
159;43;28,2;0,6;39;13;14;14;5;26
160;43;28,2;0,6;39;14;14;14;5;26
161;45;28,2;0,6;39;14;14;15;5;26
162;45;28,2;0,6;39;15;14;15;5;26
163;45,7;28,2;7,5;39;15;14;15;5;26
164;45,7;28,2;7,5;39;14;14;15;5;26
165;45,7;24,4;7,5;39;14;14;15;5;26
166;45,7;24,4;1,8;39;14;14;15;5;26
167;45,7;24,4;1,8;29,5;14;14;15;5;26
168;45,8;24,4;8,7;29,5;14;14;15;5;26
169;45,8;24,4;8,7;29,5;13;14;15;5;26
170;45,8;24,4;8,7;29,5;14;14;15;5;26
171;45,9;24,4;16,5;29,5;14;14;15;5;26
172;45,9;24,4;16,5;29,5;13;14;15;5;26
173;45,9;19,2;16,5;29,5;13;14;15;5;26
174;45,9;19,2;8,7;29,5;13;14;15;5;26
175;45,9;19,2;8,7;16,5;13;14;15;5;26
176;46;19,2;8,7;16,5;13;14;16;5;26
177;46;16,6;8,7;16,5;13;14;16;5;26
178;46;16,6;4,8;16,5;13;14;16;5;26
179;46;16,6;4,8;10;13;14;16;5;26
180;47,65;16,6;14,1;10;13;14;16;5;26
181;47,65;16,6;14,1;10;12;14;16;5;26
182;47,65;16,6;14,1;10;13;14;16;5;26
183;48;16,6;21,3;10;13;14;16;5;26
184;48;16,6;21,3;10;12;14;16;5;26
185;48;16,6;21,3;10;13;14;16;5;26
186;48;16,6;21,3;10;13;14;17;5;26
187;48;13,2;21,3;10;13;14;17;5;26
188;48;13,2;16,2;10;13;14;17;5;26
189;48;13,2;16,2;1,5;13;14;17;5;26
190;48,05;13,2;24,3;1,5;13;14;17;5;26
191;48,05;13,2;24,3;1,5;12;14;17;5;26
192;48,05;13,2;24,3;1,5;13;14;17;5;26
193;48,1;13,2;32,1;1,5;13;14;17;5;26
194;48,1;13,2;32,1;1,5;12;14;17;5;26
195;48,1;13,2;32,1;1,5;13;14;17;5;26
196;48,6;13,2;36,6;1,5;13;14;17;5;26
197;48,6;13,2;36,6;1,5;12;14;17;5;26
198;48,6;13,2;36,6;1,5;13;14;17;5;26
199;48,7;13,2;44,4;1,5;13;14;17;5;26
200;48,7;13,2;44,4;1,5;12;14;17;5;26
201;48,7;13,2;44,4;1,5;13;14;17;5;26
202;48,75;13,2;45,9;1,5;13;14;17;5;26
203;48,75;13,2;45,9;1,5;12;14;17;5;26
204;48,75;13,2;45,9;1,5;13;14;17;5;26
205;49;13,2;45,9;1,5;13;14;18;5;26
206;49;13,2;45,9;1,5;14;14;18;5;26
207;50;13,2;45,9;1,5;14;14;19;5;26
208;50;13,2;45,9;1,5;15;14;19;5;26
209;50,05;13,2;54;1,5;15;14;19;5;26
210;50,05;13,2;54;1,5;14;14;19;5;26
211;50,05;13,2;54;1,5;15;14;19;5;26
212;50,1;13,2;63;1,5;15;14;19;5;26
213;50,7;13,2;63;1,5;15;33;19;5;26
214;50,7;13,2;63;1,5;15;33;18;5;26
215;50,7;13,2;63;1,5;15;3;18;5;26
216;50,9;13,2;63;1,5;15;29;18;5;26
217;50,9;13,2;63;1,5;15;29;17;5;26
218;50,9;13,2;63;1,5;15;29;18;5;26
219;50,9;12,8;63;1,5;15;29;18;5;26
220;50,9;12,8;62,4;1,5;15;29;18;5;26
221;50,9;12,8;62,4;0,5;15;29;18;5;26
222;51;12,8;62,4;0,5;15;42;18;5;26
223;51;12,8;62,4;0,5;15;42;17;5;26
224;51;12,8;62,4;0,5;15;19;17;5;26
225;51,55;12,8;63,9;0,5;15;19;17;5;26
226;51,55;12,8;63,9;0,5;14;19;17;5;26
227;51,55;12,8;63,9;0,5;15;19;17;5;26
228;52,7;12,8;69,3;0,5;15;19;17;5;26
229;52,7;12,8;69,3;0,5;14;19;17;5;26
230;52,7;12,8;69,3;0,5;15;19;17;5;26
231;53;12,8;69,3;0,5;15;36;17;5;26
232;53;12,8;69,3;0,5;15;36;16;5;26
233;53;12,8;69,3;0,5;15;5;16;5;26
234;53;12,8;69,3;0,5;15;5;17;5;26
235;53;12,8;69,3;0,5;16;5;17;5;26
236;53,4;12,8;69,3;2;16;5;17;5;26
237;53,4;12,8;69,3;2;15;5;17;5;26
238;53,4;12,8;69,3;2;16;5;17;5;26
239;53,75;12,8;69,3;3,5;16;5;17;5;26
240;53,75;12,8;69,3;3,5;15;5;17;5;26
241;53,75;12,8;69,3;3,5;16;5;17;5;26
242;54;12,8;69,3;3,5;16;5;17;9;31
243;54;12,8;69,3;3,5;16;5;18;9;31
244;54;12,8;69,3;3,5;17;5;18;9;31
245;55;12,8;69,3;3,5;17;5;19;9;31
246;55;12,8;69,3;3,5;18;5;19;9;31
247;55,5;12,8;69,3;6,5;18;5;19;9;31
248;55,5;12,8;69,3;6,5;17;5;19;9;31
249;55,5;12,8;69,3;6,5;18;5;19;9;31
250;55,9;12,8;69,3;6,5;18;7;19;9;31
251;55,9;12,8;69,3;6,5;18;7;18;9;31
252;55,9;12,8;69,3;6,5;18;7;19;9;31
253;55,9;12,8;69,3;6,5;19;7;19;9;31
254;57;12,8;69,3;10,5;19;7;19;9;31
255;57;12,8;69,3;10,5;18;7;19;9;31
256;57;12,8;69,3;10,5;19;7;19;9;31
257;57;12,8;69,3;10,5;19;7;20;9;31
258;57;12,8;69,3;10,5;20;7;20;9;31
259;58;12,8;69,3;10,5;20;7;20;8;23
260;58,95;12,8;69,3;21;20;7;20;8;23
261;58,95;12,8;69,3;21;19;7;20;8;23
262;58,95;8,2;69,3;21;19;7;20;8;23
263;58,95;8,2;62,4;21;19;7;20;8;23
264;58,95;8,2;62,4;9,5;19;7;20;8;23
265;59;8,2;62,4;9,5;19;7;21;8;23
266;59;8,2;62,4;9,5;20;7;21;8;23
267;59,1;8,2;62,4;21,5;20;7;21;8;23
268;59,1;8,2;62,4;21,5;19;7;21;8;23
269;59,1;2;62,4;21,5;19;7;21;8;23
270;59,1;2;53,1;21,5;19;7;21;8;23
271;59,1;2;53,1;6;19;7;21;8;23
272;59,15;2;53,1;7,5;19;7;21;8;23
273;59,15;2;53,1;7,5;18;7;21;8;23
274;59,15;2;53,1;7,5;19;7;21;8;23
275;59,35;2;53,1;19;19;7;21;8;23
276;59,35;2;53,1;19;18;7;21;8;23
277;59,35;2;53,1;19;19;7;21;8;23
278;59,5;2;53,1;30,5;19;7;21;8;23
279;59,5;2;53,1;30,5;18;7;21;8;23
280;59,5;2;53,1;30,5;19;7;21;8;23
281;59,7;2;53,1;30,5;19;7;21;6;30
282;60,05;2;53,1;44,5;19;7;21;6;30
283;60,05;2;53,1;44,5;18;7;21;6;30
284;60,05;2;53,1;44,5;19;7;21;6;30
285;61;2;53,1;44,5;19;7;22;6;30
286;61;2;53,1;44,5;20;7;22;6;30
287;61,7;2;53,1;52,5;20;7;22;6;30
288;61,7;2;53,1;52,5;19;7;22;6;30
289;61,7;0,2;53,1;52,5;19;7;22;6;30
290;61,7;0,2;50,4;52,5;19;7;22;6;30
291;61,7;0,2;50,4;48;19;7;22;6;30
292;61,8;0,2;50,4;61,5;19;7;22;6;30
293;61,8;0,2;50,4;61,5;18;7;22;6;30
294;61,8;0,2;50,4;61,5;19;7;22;6;30
295;62;0,2;50,4;68;19;7;22;6;30
296;62;0,2;50,4;68;18;7;22;6;30
297;62;0,2;50,4;68;19;7;22;6;30
298;62,4;0,2;50,4;71;19;7;22;6;30
299;62,4;0,2;50,4;71;18;7;22;6;30
300;62,4;0,2;50,4;71;19;7;22;6;30
301;62,5;0,2;50,4;78;19;7;22;6;30
302;62,5;0,2;50,4;78;18;7;22;6;30
303;62,5;0,2;50,4;78;19;7;22;6;30
304;62,5;0,2;50,4;79;19;7;22;6;30
305;62,5;0,2;50,4;79;18;7;22;6;30
306;62,5;0,2;50,4;79;19;7;22;6;30
307;62,75;0,2;50,4;80,5;19;7;22;6;30
308;62,75;0,2;50,4;80,5;18;7;22;6;30
309;62,75;0,2;50,4;80,5;19;7;22;6;30
310;63;0,2;50,4;80,5;19;7;23;6;30
311;63;0,2;50,4;80,5;20;7;23;6;30
312;63,05;0,2;50,4;93,5;20;7;23;6;30
313;63,25;0,2;50,4;104;20;7;23;6;30
314;63,95;0,2;50,4;104;20;30;23;6;30
315;63,95;0,2;50,4;104;20;30;22;6;30
316;63,95;0,2;50,4;104;20;30;23;6;30
317;63,95;0,2;50,4;104;21;30;23;6;30
318;64,1;0,2;50,4;104;21;61;23;6;30
319;64,1;0,2;50,4;104;21;61;22;6;30
320;64,1;0,2;50,4;104;21;29;22;6;30
321;65;0,2;50,4;104;21;29;23;6;30
322;65;0,2;50,4;104;22;29;23;6;30
323;65,1;0,2;50,4;104;22;29;23;12;32
324;65,5;0,2;50,4;115;22;29;23;12;32
325;65,5;0,2;50,4;115;21;29;23;12;32
326;65,5;0,2;50,4;115;22;29;23;12;32
327;65,75;0,2;50,4;125,5;22;29;23;12;32
328;65,75;0,2;50,4;125,5;21;29;23;12;32
329;65,75;0,2;50,4;125,5;22;29;23;12;32
330;65,85;3,6;50,4;125,5;22;29;23;12;32
331;65,9;6,4;50,4;125,5;22;29;23;12;32
332;65,9;6,4;50,4;125,5;21;29;23;12;32
333;65,9;0,6;50,4;125,5;21;29;23;12;32
334;65,9;0,6;41,7;125,5;21;29;23;12;32
335;65,9;0,6;41,7;111;21;29;23;12;32
336;65,95;3,8;41,7;111;21;29;23;12;32
337;65,95;3,8;41,7;111;20;29;23;12;32
338;65,95;3,8;41,7;111;21;29;23;12;32
339;66;3,8;41,7;115;21;29;23;12;32
340;66;3,8;41,7;115;20;29;23;12;32
341;66;2,22045E-15;41,7;115;20;29;23;12;32
342;66;2,22045E-15;36;115;20;29;23;12;32
343;66;2,22045E-15;36;105,5;20;29;23;12;32
344;66;2,22045E-15;36;105,5;20;2;23;12;32
345;66,65;3,2;36;105,5;20;2;23;12;32
346;66,65;3,2;36;105,5;19;2;23;12;32
347;66,65;3,2;36;105,5;20;2;23;12;32
348;66,7;3,2;36;105,5;20;11;23;12;32
349;66,7;3,2;36;105,5;20;11;22;12;32
350;66,7;3,2;36;105,5;20;11;23;12;32
351;66,7;0,6;36;105,5;20;11;23;12;32
352;66,7;0,6;32,1;105,5;20;11;23;12;32
353;66,7;0,6;32,1;99;20;11;23;12;32
354;67,15;0,6;32,1;105;20;11;23;12;32
355;67,15;0,6;32,1;105;19;11;23;12;32
356;67,15;0,6;32,1;105;20;11;23;12;32
357;67,7;4;32,1;105;20;11;23;12;32
358;67,7;4;32,1;105;19;11;23;12;32
359;67,7;4;32,1;105;20;11;23;12;32
360;67,8;6;32,1;105;20;11;23;12;32
361;67,8;6;32,1;105;19;11;23;12;32
362;67,8;0,6;32,1;105;19;11;23;12;32
363;67,8;0,6;24;105;19;11;23;12;32
364;67,8;0,6;24;91,5;19;11;23;12;32
365;68,35;1,8;24;91,5;19;11;23;12;32
366;68,35;1,8;24;91,5;18;11;23;12;32
367;68,35;1,8;24;91,5;19;11;23;12;32
368;69;1,8;24;91,5;19;11;24;12;32
369;69;1,8;24;91,5;20;11;24;12;32
370;69,1;5;24;91,5;20;11;24;12;32
371;69,1;5;24;91,5;19;11;24;12;32
372;69,1;0,2;24;91,5;19;11;24;12;32
373;69,1;0,2;16,8;91,5;19;11;24;12;32
374;69,1;0,2;16,8;79,5;19;11;24;12;32
375;69,25;0,8;16,8;79,5;19;11;24;12;32
376;69,25;0,8;16,8;79,5;18;11;24;12;32
377;69,25;0,8;16,8;79,5;19;11;24;12;32
378;69,5;3,8;16,8;79,5;19;11;24;12;32
379;69,5;3,8;16,8;79,5;18;11;24;12;32
380;69,5;3,8;16,8;79,5;19;11;24;12;32
381;69,6;8;16,8;79,5;19;11;24;12;32
382;69,6;8;16,8;79,5;18;11;24;12;32
383;69,6;5,8;16,8;79,5;18;11;24;12;32
384;69,6;5,8;13,5;79,5;18;11;24;12;32
385;69,6;5,8;13,5;74;18;11;24;12;32
386;69,9;11,6;13,5;74;18;11;24;12;32
387;69,9;11,6;13,5;74;17;11;24;12;32
388;69,9;5,6;13,5;74;17;11;24;12;32
389;69,9;5,6;4,5;74;17;11;24;12;32
390;69,9;5,6;4,5;59;17;11;24;12;32
391;70;10,8;4,5;59;17;11;24;12;32
392;70;10,8;4,5;59;16;11;24;12;32
393;70;10,8;4,5;59;17;11;24;12;32
394;70;10,8;4,5;59;17;11;24;12;32
395;70;10,8;4,5;59;16;11;24;12;32
396;70;10,8;4,5;59;17;11;24;12;32
397;70,9;10,8;4,5;59;17;40;24;12;32
398;70,9;10,8;4,5;59;17;40;23;12;32
399;70,9;10,8;4,5;59;17;15;23;12;32
400;71;10,8;4,5;59;17;34;23;12;32
401;71;10,8;4,5;59;17;34;22;12;32
402;71;10,8;4,5;59;17;7;22;12;32
403;71,7;10,8;4,5;59;17;20;22;12;32
404;71,7;10,8;4,5;59;17;20;21;12;32
405;71,7;10,8;4,5;59;17;20;22;12;32
406;71,7;8;4,5;59;17;20;22;12;32
407;71,7;8;0,3;59;17;20;22;12;32
408;71,7;8;0,3;52;17;20;22;12;32
409;71,9;8;0,3;52;17;20;22;14;25
410;72;8;0,3;52;17;20;23;14;25
411;72;8;0,3;52;18;20;23;14;25
412;72,35;9,4;0,3;52;18;20;23;14;25
413;72,35;9,4;0,3;52;17;20;23;14;25
414;72,35;9,4;0,3;52;18;20;23;14;25
415;72,4;13,2;0,3;52;18;20;23;14;25
416;72,4;13,2;0,3;52;17;20;23;14;25
417;72,4;13,2;0,3;52;18;20;23;14;25
418;72,45;16,2;0,3;52;18;20;23;14;25
419;72,45;16,2;0,3;52;17;20;23;14;25
420;72,45;16,2;0,3;52;18;20;23;14;25
421;72,75;20,2;0,3;52;18;20;23;14;25
422;72,75;20,2;0,3;52;17;20;23;14;25
423;72,75;20,2;0,3;52;18;20;23;14;25
424;72,8;20,2;0,3;52;18;47;23;14;25
425;72,8;20,2;0,3;52;18;47;22;14;25
426;72,8;20,2;0,3;52;18;12;22;14;25
427;73,4;21,6;0,3;52;18;12;22;14;25
428;73,4;21,6;0,3;52;17;12;22;14;25
429;73,4;21,6;0,3;52;18;12;22;14;25
430;74,1;21,6;0,3;52;18;36;22;14;25
431;74,1;21,6;0,3;52;18;36;21;14;25
432;74,1;21,6;0,3;52;18;1;21;14;25
433;74,25;25,8;0,3;52;18;1;21;14;25
434;74,25;25,8;0,3;52;17;1;21;14;25
435;74,25;25,8;0,3;52;18;1;21;14;25
436;74,5;26,8;0,3;52;18;1;21;14;25
437;74,5;26,8;0,3;52;17;1;21;14;25
438;74,5;26,8;0,3;52;18;1;21;14;25
439;74,6;26,8;0,3;52;18;12;21;14;25
440;74,6;26,8;0,3;52;18;12;20;14;25
441;74,6;26,8;0,3;52;18;12;21;14;25
442;74,6;26,8;0,3;52;19;12;21;14;25
443;74,9;26,8;0,3;52;19;42;21;14;25
444;74,9;26,8;0,3;52;19;42;20;14;25
445;74,9;26,8;0,3;52;19;8;20;14;25
446;75;26,8;0,3;52;19;8;20;33;27
447;75;26,8;0,3;52;19;8;21;33;27
448;75;26,8;0,3;52;20;8;21;33;27
449;75,05;30,2;0,3;52;20;8;21;33;27
450;75,05;30,2;0,3;52;19;8;21;33;27
451;75,05;30,2;0,3;52;20;8;21;33;27
452;75,1;30,2;0,3;52;20;8;21;18;35
453;75,3;31,8;0,3;52;20;8;21;18;35
454;75,3;31,8;0,3;52;19;8;21;18;35
455;75,3;31,8;0,3;52;20;8;21;18;35
456;75,3;31,8;0,9;52;20;8;21;18;35
457;75,3;31,8;0,9;52;19;8;21;18;35
458;75,3;31,8;0,9;52;20;8;21;18;35
459;76,45;36,2;0,9;52;20;8;21;18;35
460;76,45;36,2;0,9;52;19;8;21;18;35
461;76,45;36,2;0,9;52;20;8;21;18;35
462;76,7;36,2;0,9;52;20;22;21;18;35
463;76,7;36,2;0,9;52;20;22;20;18;35
464;76,7;36,2;0,9;52;20;22;21;18;35
465;76,7;36,2;0,9;52;21;22;21;18;35
466;76,8;36,2;4,5;52;21;22;21;18;35
467;76,8;36,2;4,5;52;20;22;21;18;35
468;76,8;36,2;4,5;52;21;22;21;18;35
469;78;36,2;4,5;52;21;1;21;18;35
470;78,05;36,2;6,6;52;21;1;21;18;35
471;78,05;36,2;6,6;52;20;1;21;18;35
472;78,05;33,4;6,6;52;20;1;21;18;35
473;78,05;33,4;2,4;52;20;1;21;18;35
474;78,05;33,4;2,4;45;20;1;21;18;35
475;78,2;33,4;3,3;45;20;1;21;18;35
476;78,2;33,4;3,3;45;19;1;21;18;35
477;78,2;33,4;3,3;45;20;1;21;18;35
478;78,3;33,4;5,1;45;20;1;21;18;35
479;78,3;33,4;5,1;45;19;1;21;18;35
480;78,3;33,4;5,1;45;20;1;21;18;35
481;78,4;33,4;5,1;45;20;1;21;18;35
482;78,4;33,4;5,1;45;19;1;21;18;35
483;78,4;33,4;5,1;45;20;1;21;18;35
484;79;33,4;5,1;45;20;1;21;37;21
485;79,7;33,4;9,6;45;20;1;21;37;21
486;79,7;33,4;9,6;45;19;1;21;37;21
487;79,7;30;9,6;45;19;1;21;37;21
488;79,7;30;4,5;45;19;1;21;37;21
489;79,7;30;4,5;36,5;19;1;21;37;21
490;79,8;30;4,5;36,5;19;1;21;17;35
491;80;30;4,5;36,5;19;1;21;15;27
492;80,5;30;10,8;36,5;19;1;21;15;27
493;80,5;30;10,8;36,5;18;1;21;15;27
494;80,5;28,4;10,8;36,5;18;1;21;15;27
495;80,5;28,4;8,4;36,5;18;1;21;15;27
496;80,5;28,4;8,4;32,5;18;1;21;15;27
497;80,8;28,4;10,8;32,5;18;1;21;15;27
498;80,8;28,4;10,8;32,5;17;1;21;15;27
499;80,8;24;10,8;32,5;17;1;21;15;27
500;80,8;24;4,2;32,5;17;1;21;15;27
501;80,8;24;4,2;21,5;17;1;21;15;27
502;81;24;4,2;21,5;17;1;22;15;27
503;81;24;4,2;21,5;18;1;22;15;27
504;81,9;24;4,2;21,5;18;1;22;20;34
505;82;24;4,8;21,5;18;1;22;20;34
506;82;24;4,8;21,5;17;1;22;20;34
507;82;22,6;4,8;21,5;17;1;22;20;34
508;82;22,6;2,7;21,5;17;1;22;20;34
509;82;22,6;2,7;18;17;1;22;20;34
510;82,1;22,6;8,4;18;17;1;22;20;34
511;82,1;22,6;8,4;18;16;1;22;20;34
512;82,1;19,4;8,4;18;16;1;22;20;34
513;82,1;19,4;3,6;18;16;1;22;20;34
514;82,1;19,4;3,6;10;16;1;22;20;34
515;82,5;19,4;9,6;10;16;1;22;20;34
516;82,5;19,4;9,6;10;15;1;22;20;34
517;82,5;18,6;9,6;10;15;1;22;20;34
518;82,5;18,6;8,4;10;15;1;22;20;34
519;82,5;18,6;8,4;8;15;1;22;20;34
520;82,85;18,6;14,1;8;15;1;22;20;34
521;82,85;18,6;14,1;8;14;1;22;20;34
522;82,85;18,4;14,1;8;14;1;22;20;34
523;82,85;18,4;13,8;8;14;1;22;20;34
524;82,85;18,4;13,8;7,5;14;1;22;20;34
525;83;18,4;13,8;7,5;14;1;23;20;34
526;83;18,4;13,8;7,5;15;1;23;20;34
527;83,05;18,4;13,8;7,5;15;15;23;20;34
528;83,05;18,4;13,8;7,5;15;15;22;20;34
